,ID,full_name,club,age,league,height_cm,weight_kg,puntaje_global,potencia,ritmo,disparos,pases,amagues,defensa,físico
6882,215352,Martín Luque,San Martín de San Juan,24,Argentinian Superliga,176.0,65.0,medio,74,81,62,61,72,30,52
6937,232516,Facundo Silva,Colon de Santa Fe,26,Argentinian Superliga,174.0,73.0,medio,69,75,58,61,73,46,60
6951,211272,Claudio Corvalán,Arsenal de Sarandí,28,Argentinian Superliga,179.0,78.0,medio,68,74,46,56,61,63,76
7007,183894,Matías Sánchez,Melbourne Victory,29,Australian A-League,173.0,71.0,medio,68,69,50,61,66,65,65
7070,231013,Tomás Andrade,River Plate,20,Argentinian Superliga,174.0,67.0,medio,82,80,53,60,73,25,60
7086,226408,Fernando Brandán,Melbourne City,27,Australian A-League,168.0,63.0,medio,68,88,63,57,74,31,46
7178,223615,Christian Chimino,Club Atlético Huracán,29,Argentinian Superliga,178.0,72.0,medio,68,77,46,55,62,63,68
7181,215168,Juan Garro,Godoy Cruz,24,Argentinian Superliga,179.0,71.0,medio,75,70,64,55,68,22,62
7185,165505,Carlos Matheu,Club Atlético Huracán,32,Argentinian Superliga,182.0,82.0,medio,68,67,25,55,56,67,70
7186,241025,Leonardo Heredia,Colon de Santa Fe,20,Argentinian Superliga,185.0,79.0,medio,76,73,66,63,71,34,64
7190,219523,Jonás Aguirre,Puebla,25,Mexican Liga MX,175.0,69.0,medio,70,94,60,60,71,48,60
7199,178565,Bruno Urribarri,Club Atlético Patronato,30,Argentinian Superliga,168.0,64.0,medio,68,82,47,66,66,60,59
7233,234380,Giuliano Modica,1. FC Kaiserslautern,26,German 2. Bundesliga,184.0,83.0,medio,70,59,35,37,48,68,72
7283,232344,Emanuel Dening,Evkur Yeni Malatyaspor,28,Turkish Süper Lig,176.0,70.0,medio,68,74,68,57,73,18,53
7290,214937,Lucas Villalba,Club Atlético Huracán,22,Argentinian Superliga,177.0,73.0,medio,73,79,45,64,63,61,65
7302,214940,Sergio Ojeda,Bahía Blanca,25,Argentinian Superliga,183.0,85.0,medio,74,50,34,41,42,67,74
7305,233372,Bautista Merlini,San Lorenzo de Almagro,21,Argentinian Superliga,165.0,62.0,medio,77,82,59,66,71,42,53
7327,229537,Tomás Cardona,Godoy Cruz,21,Argentinian Superliga,188.0,80.0,medio,78,61,45,44,54,67,76
7349,237221,Juan Foyth,Tottenham Hotspur,19,English Premier League,187.0,69.0,medio,86,73,45,53,68,67,66
7367,143018,Germán Herrera,Rosario Central,33,Argentinian Superliga,180.0,83.0,medio,68,69,67,58,64,47,75
7371,190634,Gastón Sauro,Columbus Crew SC,27,USA Major League Soccer,190.0,84.0,medio,71,52,33,49,52,66,75
7417,185270,Juan Carlos Blengio,Club Atlético Tigre,37,Argentinian Superliga,185.0,88.0,medio,68,33,39,49,41,69,66
7442,227772,Gastón Giménez,Godoy Cruz,25,Argentinian Superliga,188.0,88.0,medio,69,64,62,67,70,60,79
7451,214206,Germán Cano,Pachuca,29,Mexican Liga MX,176.0,72.0,medio,68,68,68,60,65,28,60
7496,190918,Gastón Cellerino,Deportivo Pasto,31,Colombian Primera A,185.0,80.0,medio,68,57,69,49,60,35,74
7503,215240,Matías Fissore,San Martín de San Juan,26,Argentinian Superliga,165.0,63.0,medio,71,66,50,58,73,61,54
7509,227274,David Barbona,Atlético Tucumán,22,Argentinian Superliga,175.0,71.0,medio,76,82,61,62,69,36,60
7510,227275,Agustín Rossi,Boca Juniors,21,Argentinian Superliga,194.0,94.0,medio,80,63,65,55,69,44,71
7511,216012,Andrés Imperiale,San Jose Earthquakes,30,USA Major League Soccer,185.0,78.0,medio,68,55,23,51,49,65,75
7523,220624,Lucas Acosta,Belgrano de Córdoba,22,Argentinian Superliga,187.0,84.0,medio,77,69,58,70,72,60,69
7530,216018,Jonatan Blanco,Bahía Blanca,30,Argentinian Superliga,186.0,84.0,medio,68,64,57,60,62,69,79
7536,216020,Leonardo Gil,Rosario Central,26,Argentinian Superliga,171.0,70.0,medio,71,70,51,74,67,67,68
7545,214998,Mauro Bogado,Club Atlético Huracán,32,Argentinian Superliga,170.0,68.0,medio,68,68,63,65,68,63,63
7555,215001,Francisco Mattia,San Martín de San Juan,29,Argentinian Superliga,190.0,77.0,medio,69,39,27,50,32,70,64
7569,221661,Guido Vadalá,Boca Juniors,20,Argentinian Superliga,168.0,65.0,medio,78,78,58,63,77,20,48
7572,215262,Fernando Márquez,Defensa y Justicia,29,Argentinian Superliga,184.0,86.0,medio,68,77,63,63,69,33,73
7599,215013,Santiago Zurbriggen,Club Atlético Lanús,27,Argentinian Superliga,178.0,69.0,medio,71,71,41,55,54,67,74
7600,216037,Nahuel Valentini,Real Oviedo,28,Spanish Segunda División,184.0,80.0,medio,69,53,27,40,54,67,74
7630,226798,Mauricio Martínez,Rosario Central,24,Argentinian Superliga,185.0,82.0,medio,74,66,51,62,65,64,76
7663,158966,Gastón Machín,Argentinos Juniors,34,Argentinian Superliga,172.0,68.0,medio,68,73,58,71,70,60,62
7666,207864,Emanuel Molina,Atlético Tucumán,30,Argentinian Superliga,181.0,75.0,medio,68,70,63,67,72,30,63
7698,219647,Agustín Vuletich,Águilas Doradas,25,Colombian Primera A,185.0,79.0,medio,71,68,65,54,65,30,73
7702,214784,Jorge Pereyra Díaz,Club León,26,Mexican Liga MX,178.0,72.0,medio,67,73,62,66,66,51,62
7735,220937,Matías Pérez Acuña,Vélez Sarsfield,23,Argentinian Superliga,176.0,72.0,medio,74,72,33,60,65,65,66
7746,212747,Tomás Martínez,Houston Dynamo,22,USA Major League Soccer,171.0,66.0,medio,77,72,55,68,76,39,50
7751,224524,Esteban Burgos,AD Alcorcón,25,Spanish Segunda División,191.0,80.0,medio,71,45,32,40,49,69,74
7816,176920,Miguel Angel Torrén,Argentinos Juniors,28,Argentinian Superliga,178.0,80.0,medio,68,73,45,51,55,69,70
7829,176924,Federico González,Puebla,30,Mexican Liga MX,178.0,79.0,medio,67,67,64,62,70,31,68
7833,215325,Mauricio Rosales,Bahía Blanca,25,Argentinian Superliga,174.0,74.0,medio,70,69,35,57,60,65,65
7835,228893,Manuel Guanini,Gimnasia y Esgrima La Plata,21,Argentinian Superliga,181.0,80.0,medio,75,33,25,42,38,67,77
7898,210219,Emanuel Herrera,Lobos de la BUAP,30,Mexican Liga MX,184.0,84.0,medio,67,61,66,52,64,23,67
7903,231212,Esteban Rolón,Málaga CF,22,Spanish Primera División,178.0,74.0,medio,80,64,51,61,62,62,68
7935,235827,Gabriel Gudiño,San Lorenzo de Almagro,25,Argentinian Superliga,170.0,67.0,medio,70,75,65,65,65,55,57
8024,224329,Mauricio Carrasco,Club Atlético Patronato,29,Argentinian Superliga,173.0,71.0,medio,67,78,64,65,67,21,56
8113,210784,Diego Morales,Colon de Santa Fe,30,Argentinian Superliga,172.0,68.0,medio,67,70,56,66,69,30,54
8124,170594,Leandro Díaz,Club Atlético Huracán,31,Argentinian Superliga,181.0,74.0,medio,67,63,58,64,65,61,66
8148,215143,Juan Ignacio Sills,Newell's Old Boys,30,Argentinian Superliga,180.0,70.0,medio,67,65,34,58,60,72,72
8149,228711,Brian Mansilla,Racing Club de Avellaneda,20,Argentinian Superliga,180.0,76.0,medio,82,92,62,57,69,26,61
8157,223593,Javier Correa,Godoy Cruz,24,Argentinian Superliga,187.0,85.0,medio,72,64,67,44,63,26,71
8163,226668,Nicolás Mazzola,Gimnasia y Esgrima La Plata,27,Argentinian Superliga,188.0,81.0,medio,68,55,68,42,62,27,74
8174,226671,Federico Fattori,Newell's Old Boys,24,Argentinian Superliga,175.0,70.0,medio,70,69,54,65,67,60,66
8187,142962,Enrique Bologna,River Plate,35,Argentinian Superliga,189.0,87.0,medio,67,68,67,53,70,45,66
8189,217202,Lautaro Rinaldi,Brescia,23,Italian Serie B,180.0,75.0,medio,71,72,64,55,67,23,71
8213,215160,Fabrizio Angileri,Godoy Cruz,23,Argentinian Superliga,184.0,84.0,medio,72,72,58,61,67,37,67
8214,165496,Gonzalo Prósperi,San Martín de San Juan,32,Argentinian Superliga,179.0,78.0,medio,67,69,50,61,61,70,67
8231,219518,Pablo Becker,Rosario Central,24,Argentinian Superliga,173.0,72.0,medio,72,81,57,67,68,29,60
8274,232582,Walter Andrade,Club Atlético Patronato,32,Argentinian Superliga,190.0,86.0,medio,67,52,32,35,37,66,72
8314,219536,Ignacio Pussetto,Club Atlético Huracán,21,Argentinian Superliga,180.0,74.0,medio,78,76,64,53,70,22,64
8331,177299,Adrián Gabbarini,Bahía Blanca,31,Argentinian Superliga,184.0,83.0,medio,67,62,63,74,63,46,76
8357,232346,Daniel Imperiale,Club Atlético Tigre,29,Argentinian Superliga,190.0,77.0,medio,67,60,58,59,63,63,72
8389,167329,Mauro Cejas,Unión de Santa Fe,31,Argentinian Superliga,174.0,74.0,medio,67,67,67,66,68,39,71
8402,143013,Paulo Ferrari,Rosario Central,35,Argentinian Superliga,170.0,69.0,medio,67,75,53,62,68,64,63
8422,235177,Maximiliano Correa,Godoy Cruz,27,Argentinian Superliga,169.0,72.0,medio,68,60,65,65,62,59,65
8480,221627,Hernán Hechalar,Atlético Tucumán,29,Argentinian Superliga,173.0,72.0,medio,67,79,64,62,69,28,60
8483,215228,Cristian Lema,Belgrano de Córdoba,26,Argentinian Superliga,190.0,90.0,medio,70,34,36,43,34,68,75
8525,208838,Andrés Romero,Montreal Impact,27,USA Major League Soccer,178.0,72.0,medio,67,73,63,62,70,43,52
8526,215238,Walter Serrano,Godoy Cruz,30,Argentinian Superliga,178.0,78.0,medio,67,68,58,65,68,57,74
8553,235467,Marcelino Moreno,Club Atlético Lanús,23,Argentinian Superliga,168.0,65.0,medio,73,79,63,62,73,32,51
8570,212687,Luis Solignac,Chicago Fire Soccer Club,26,USA Major League Soccer,184.0,78.0,medio,68,76,62,60,66,49,72
8584,215251,Guido Herrera,Talleres de Cordoba,25,Argentinian Superliga,188.0,84.0,medio,71,69,62,66,72,45,65
8585,231891,Damián Arce,Unión de Santa Fe,25,Argentinian Superliga,178.0,71.0,medio,67,73,60,65,67,37,59
8653,142818,Fabián Cubero,Vélez Sarsfield,38,Argentinian Superliga,175.0,72.0,medio,67,55,56,62,65,72,59
8654,143586,Gastón Aguirre,Temperley,35,Argentinian Superliga,178.0,79.0,medio,67,53,42,43,43,67,66
8671,228838,Eric Remedi,Banfield,22,Argentinian Superliga,169.0,72.0,medio,77,58,50,64,62,63,65
8686,211433,Fernando Evangelista,Boca Juniors,25,Argentinian Superliga,184.0,82.0,medio,71,68,52,61,64,66,69
8714,226545,Ezequiel Garré,Club Atlético Huracán,35,Argentinian Superliga,170.0,74.0,medio,67,65,54,68,64,63,65
8721,143603,Germán Ré,Chacarita Juniors,35,Argentinian Superliga,180.0,76.0,medio,67,64,46,48,45,66,73
8729,216053,Ramiro Costa,Temperley,24,Argentinian Superliga,190.0,86.0,medio,71,58,62,52,64,35,67
8735,156662,Adrían Bastía,Colon de Santa Fe,38,Argentinian Superliga,178.0,74.0,medio,67,51,64,64,68,65,68
8759,232698,Matías Garrido,Club Atlético Patronato,31,Argentinian Superliga,170.0,67.0,medio,67,69,63,68,67,52,56
8773,143101,Marcelo Carrusca,Melbourne City,33,Australian A-League,177.0,70.0,medio,67,66,64,69,71,51,46
8811,224008,Maximiliano Rolón,Arsenal de Sarandí,22,Argentinian Superliga,171.0,64.0,medio,74,76,63,58,68,30,48
8930,226086,Ángel González,Godoy Cruz,23,Argentinian Superliga,169.0,70.0,medio,71,80,57,55,70,34,59
8939,219688,Marcos Mauro López,Cádiz C.F.,26,Spanish Segunda División,187.0,80.0,medio,71,59,39,48,56,66,66
9040,232255,Agustín Bouzat,Boca Juniors,23,Argentinian Superliga,173.0,70.0,medio,74,75,62,54,73,36,65
9076,226632,Pablo Aguilar,San Martín de San Juan,32,Argentinian Superliga,166.0,62.0,medio,66,71,55,56,62,64,54
9078,215113,Nicolás Bertocchi,Club Atlético Tigre,28,Argentinian Superliga,192.0,82.0,medio,66,53,64,64,63,62,72
9089,224330,Nicolás Stefanelli,AIK Solna,23,Swedish Allsvenskan,166.0,71.0,medio,74,75,67,57,71,21,57
9117,207440,Franco Fragapane,Unión de Santa Fe,24,Argentinian Superliga,167.0,65.0,medio,71,75,63,63,70,32,50
9124,224337,Matías Orihuela,Club Atlético Tigre,25,Argentinian Superliga,177.0,70.0,medio,70,69,51,63,69,60,50
9194,215139,Emanuel Olivera,Colon de Santa Fe,27,Argentinian Superliga,180.0,73.0,medio,69,58,38,39,38,68,68
9204,231524,Tomás Pochettino,Defensa y Justicia,21,Argentinian Superliga,178.0,71.0,medio,76,64,49,75,64,43,63
9207,226405,Adrián Arregui,Temperley,24,Argentinian Superliga,176.0,74.0,medio,69,70,56,55,63,65,75
9208,231525,Luciano Perdomo,Gimnasia y Esgrima La Plata,20,Argentinian Superliga,170.0,74.0,medio,76,61,42,52,63,68,65
9220,224104,Damián Martínez,Unión de Santa Fe,27,Argentinian Superliga,176.0,77.0,medio,67,74,55,57,64,62,68
9262,192369,Hernán Bernardello,Montreal Impact,30,USA Major League Soccer,174.0,74.0,medio,66,48,52,68,64,62,61
9306,234108,Gonzalo Maroni,Boca Juniors,18,Argentinian Superliga,170.0,67.0,medio,80,77,49,63,73,37,51
9331,224386,Mauricio Tévez,Newell's Old Boys,20,Argentinian Superliga,170.0,69.0,medio,77,83,60,62,70,25,58
9337,193412,David Drocco,Arsenal de Sarandí,28,Argentinian Superliga,167.0,70.0,medio,66,67,55,66,70,51,73
9355,142728,Leonardo Di Lorenzo,Temperley,36,Argentinian Superliga,176.0,73.0,medio,66,68,55,61,66,56,63
9360,162952,Mauricio Caranta,Talleres de Cordoba,38,Argentinian Superliga,184.0,77.0,medio,66,55,70,67,63,48,68
9380,214668,Leandro Barrera,San Jose Earthquakes,26,USA Major League Soccer,173.0,77.0,medio,67,80,58,61,66,46,58
9388,214669,Marcos Figueroa,Temperley,27,Argentinian Superliga,172.0,72.0,medio,67,68,64,57,67,23,58
9393,215182,Iván Bella,Arsenal de Sarandí,27,Argentinian Superliga,179.0,78.0,medio,66,76,56,64,68,55,64
9432,235159,Gabriel Ramírez,Talleres de Cordoba,22,Argentinian Superliga,177.0,69.0,medio,73,67,60,63,65,60,75
9433,235927,Pablo Cuadra,Racing Club de Avellaneda,22,Argentinian Superliga,172.0,64.0,medio,76,78,63,50,70,24,59
9436,215193,Lucas Menossi,Club Atlético Tigre,23,Argentinian Superliga,168.0,65.0,medio,74,76,45,67,68,63,54
9457,231070,Bruno Pittón,Unión de Santa Fe,24,Argentinian Superliga,174.0,70.0,medio,72,72,54,56,59,67,48
9480,229539,Ezequiel Montagna,Temperley,23,Argentinian Superliga,174.0,73.0,medio,73,81,63,62,65,41,58
9549,215990,Óliver Benítez,Gimnasia y Esgrima La Plata,26,Argentinian Superliga,186.0,79.0,medio,70,52,32,38,33,66,73
9570,215993,Dardo Miloc,Atlético Tucumán,26,Argentinian Superliga,177.0,74.0,medio,70,65,43,61,64,62,69
9593,191165,Ramón Lentini,Bahía Blanca,28,Argentinian Superliga,182.0,85.0,medio,66,76,63,59,65,30,66
9611,231360,Jalil Elías,Newell's Old Boys,21,Argentinian Superliga,180.0,69.0,medio,74,72,46,60,61,63,67
9637,215239,Jacobo Mansilla,Club Atlético Tigre,30,Argentinian Superliga,179.0,74.0,medio,66,77,59,68,70,47,72
9647,228809,Agustín Doffo,Vélez Sarsfield,22,Argentinian Superliga,179.0,74.0,medio,75,72,57,67,67,27,47
9660,214988,Leonel Miranda,Defensa y Justicia,23,Argentinian Superliga,173.0,70.0,medio,74,79,61,65,68,55,65
9711,215256,Renzo Saravia,Racing Club de Avellaneda,24,Argentinian Superliga,178.0,70.0,medio,72,75,30,48,62,63,77
9743,234463,Nazareno Solís,Club Atlético Huracán,23,Argentinian Superliga,170.0,70.0,medio,75,82,63,57,71,26,40
9747,143073,Iván Furios,Club Atlético Patronato,38,Argentinian Superliga,185.0,85.0,medio,66,46,32,46,45,64,68
9792,219625,Facundo Cardozo,Arsenal de Sarandí,22,Argentinian Superliga,182.0,81.0,medio,72,70,32,44,51,65,74
9795,214762,Nicolás Avellaneda,Club Atlético Lanús,24,Argentinian Superliga,191.0,77.0,medio,74,66,62,64,71,52,62
9829,143601,Mauro Rosales,Vancouver Whitecaps FC,36,USA Major League Soccer,173.0,75.0,medio,66,54,59,68,67,42,49
9850,214774,Jorge Valdez Chamorro,Club Atlético Lanús,23,Argentinian Superliga,176.0,72.0,medio,73,80,60,61,68,58,65
9867,232697,Lautaro Geminiani,Club Atlético Patronato,26,Argentinian Superliga,178.0,74.0,medio,69,76,33,54,66,62,64
9889,224511,Ezequiel Bonifacio,Gimnasia y Esgrima La Plata,23,Argentinian Superliga,170.0,70.0,medio,73,71,36,50,64,65,58
9928,232712,Bautista Cascini,Estudiantes de La Plata,20,Argentinian Superliga,171.0,68.0,medio,77,72,54,61,67,62,63
9939,223499,Mauricio Asenjo,Banfield,22,Argentinian Superliga,187.0,87.0,medio,72,56,67,39,64,25,69
9992,214809,Sebastián Luna,Belgrano de Córdoba,29,Argentinian Superliga,178.0,78.0,medio,65,76,64,62,65,58,69
9998,219931,Diego Mendoza,Club Atlético Huracán,24,Argentinian Superliga,186.0,86.0,medio,70,67,64,54,62,32,62
10042,188968,Gonzalo Marinelli,Colon de Santa Fe,28,Argentinian Superliga,180.0,76.0,medio,68,65,62,66,67,35,65
10045,235049,Ian Escobar,Talleres de Cordoba,21,Argentinian Superliga,172.0,63.0,medio,74,84,31,46,56,62,53
10075,224817,Rafael Barrios,Defensa y Justicia,24,Argentinian Superliga,176.0,78.0,medio,71,69,34,54,60,63,65
10130,232770,Santiago Colombatto,Perugia,20,Italian Serie B,176.0,71.0,medio,79,66,48,68,67,47,52
10166,226123,Hernán Da Campo,Rosario Central,22,Argentinian Superliga,175.0,70.0,medio,72,72,60,61,64,49,66
10178,226382,Lucas Villarruel,Bahía Blanca,26,Argentinian Superliga,171.0,71.0,medio,69,71,40,59,64,60,64
10215,226390,Renzo Vera,Club Atlético Patronato,34,Argentinian Superliga,183.0,86.0,medio,65,48,47,48,45,63,72
10254,231264,Thomas Rodríguez,Genoa,21,Italian Serie A,183.0,76.0,medio,77,71,54,59,68,45,60
10257,228961,Mauro Pitton,Unión de Santa Fe,22,Argentinian Superliga,174.0,70.0,medio,70,68,47,59,61,63,63
10266,226403,Federico Crivelli,Club Atlético Tigre,35,Argentinian Superliga,185.0,82.0,medio,65,64,62,67,57,49,68
10267,226659,Joel Amoroso,Belgrano de Córdoba,29,Argentinian Superliga,185.0,70.0,medio,65,72,60,58,63,31,65
10299,222315,Gabriel Esparza,Puebla,24,Mexican Liga MX,168.0,69.0,medio,70,85,55,60,66,47,52
10302,215148,Mariano Bíttolo,Albacete Balompié,27,Spanish Segunda División,174.0,66.0,medio,66,77,37,50,59,62,58
10312,222830,Fausto Grillo,Vélez Sarsfield,24,Argentinian Superliga,181.0,78.0,medio,69,74,36,48,62,65,69
10328,226675,Federico Lanzillotta,Argentinos Juniors,24,Argentinian Superliga,185.0,80.0,medio,73,66,65,61,68,23,63
10348,213624,Sebastián López,Jaguares Fútbol Club,31,Colombian Primera A,187.0,81.0,medio,65,62,65,56,62,46,64
10354,223097,Franco Cristaldo,Defensa y Justicia,20,Argentinian Superliga,170.0,69.0,medio,72,74,53,63,66,59,63
10361,222587,Franco Escobar,Newell's Old Boys,22,Argentinian Superliga,182.0,75.0,medio,73,72,36,49,61,65,66
10368,221053,Elias Gómez,Rosario Central,23,Argentinian Superliga,176.0,72.0,medio,70,74,34,50,61,63,66
10382,158592,Germán Montoya,Belgrano de Córdoba,34,Argentinian Superliga,185.0,83.0,medio,65,69,55,65,59,43,68
10387,215170,Rodrigo Salinas,Ettifaq FC,31,Saudi Professional League,188.0,83.0,medio,65,51,65,44,60,29,67
10391,142979,Juan Quiroga,Belgrano de Córdoba,35,Argentinian Superliga,180.0,79.0,medio,65,65,51,58,53,66,70
10394,214659,Nicolás Freire,PEC Zwolle,23,Holland Eredivisie,186.0,80.0,medio,73,54,29,37,48,64,72
10398,232067,Neri Bandiera,Belgrano de Córdoba,27,Argentinian Superliga,172.0,65.0,medio,65,76,63,48,69,21,43
10435,226446,Matías Giordano,Club Atlético Huracán,37,Argentinian Superliga,189.0,87.0,medio,65,62,64,65,61,37,76
10436,236430,Martín Lucero,Banfield,27,Argentinian Superliga,187.0,81.0,medio,66,69,59,61,69,32,55
10446,227216,Ignacio Boggino,Temperley,31,Argentinian Superliga,187.0,82.0,medio,65,37,24,37,38,66,72
10460,222611,Denis Rodríguez,River Plate,21,Argentinian Superliga,171.0,67.0,medio,75,70,60,65,67,50,55
10492,224410,Adrián Scifo,Temperley,29,Argentinian Superliga,180.0,74.0,medio,65,72,33,55,53,62,69
10499,215196,Martín Galmarini,Club Atlético Tigre,35,Argentinian Superliga,180.0,78.0,medio,65,64,59,67,67,62,72
10549,185255,Gonzalo Zárate,FC Lausanne-Sports,32,Swiss Super League,184.0,73.0,medio,65,68,61,63,68,22,57
10550,228520,Ezequiel Ávila,SD Huesca,23,Spanish Segunda División,179.0,81.0,medio,74,79,57,59,66,27,62
10551,235176,Christian Bernardi,Colon de Santa Fe,27,Argentinian Superliga,177.0,73.0,medio,65,78,58,64,65,41,59
10559,235947,Juan Brunetta,Belgrano de Córdoba,20,Argentinian Superliga,175.0,68.0,medio,78,68,60,71,63,49,54
10567,231340,Gonzalo Montiel,River Plate,20,Argentinian Superliga,175.0,70.0,medio,79,69,32,43,47,64,73
10596,214964,Leandro Velázquez,Tiburones Rojos de Veracruz,28,Mexican Liga MX,167.0,62.0,medio,65,78,54,63,69,36,44
10616,214969,Fernando Godoy,Talleres de Cordoba,27,Argentinian Superliga,174.0,71.0,medio,68,65,47,61,59,59,59
10642,184254,Josué Ayala,Temperley,29,Argentinian Superliga,184.0,85.0,medio,65,66,65,65,66,35,63
10662,219842,Juan Manuel Trejo,Independiente,25,Argentinian Superliga,178.0,65.0,medio,66,80,51,59,66,42,63
10677,216005,Federico Rašić,Arsenal Tula,25,Russian Premier League,194.0,83.0,medio,69,38,68,42,53,28,75
10688,229575,Daniel Mancini,Tours FC,20,French Ligue 2,171.0,72.0,medio,76,67,45,62,70,56,60
10702,216011,Cristian Villanueva,Bahía Blanca,33,Argentinian Superliga,179.0,71.0,medio,65,60,29,54,65,67,71
10710,226765,Lucas Gamba,Unión de Santa Fe,30,Argentinian Superliga,170.0,70.0,medio,65,88,63,58,70,24,44
10715,214990,Matías Catalán,Estudiantes de La Plata,24,Argentinian Superliga,182.0,79.0,medio,70,81,58,62,60,58,69
10746,232661,Mariano Bareiro,Defensa y Justicia,22,Argentinian Superliga,182.0,72.0,medio,76,70,54,59,66,63,65
10766,222428,Juan Komar,Talleres de Cordoba,20,Argentinian Superliga,189.0,82.0,medio,78,59,32,39,37,65,73
10801,215010,Emanuel Brítez,Unión de Santa Fe,25,Argentinian Superliga,179.0,75.0,medio,69,78,41,51,60,63,73
10814,222693,Héctor Fertoli,Newell's Old Boys,22,Argentinian Superliga,174.0,63.0,medio,74,79,59,58,67,31,57
10862,234223,Leandro Maciel,Club Atlético Lanús,21,Argentinian Superliga,178.0,80.0,medio,73,71,43,59,62,65,61
10875,143091,Pablo Santillo,Arsenal de Sarandí,37,Argentinian Superliga,183.0,78.0,medio,65,73,63,64,62,48,65
10898,226811,Franco Soldano,Unión de Santa Fe,22,Argentinian Superliga,177.0,74.0,medio,73,68,62,47,63,26,64
10932,221441,Gustavo Villarruel,San Martín de San Juan,24,Argentinian Superliga,172.0,67.0,medio,70,75,60,58,67,37,50
10941,228867,Julián Vitale,Unión de Santa Fe,21,Argentinian Superliga,184.0,81.0,medio,73,50,48,56,60,64,70
10958,201992,Juan Martin Imbert,Chacarita Juniors,27,Argentinian Superliga,171.0,71.0,medio,64,79,56,58,66,51,65
11030,240149,Mariano Konyk,Sevilla Atlético,19,Spanish Segunda División,181.0,75.0,medio,77,61,27,43,41,66,61
11048,215066,Federico Milo,Arsenal de Sarandí,25,Argentinian Superliga,180.0,75.0,medio,68,70,33,47,64,63,68
11065,219678,Lucas Mancinelli,Bahía Blanca,27,Argentinian Superliga,168.0,68.0,medio,64,67,60,63,65,65,60
11092,206628,Adrián Calello,Club Atlético Huracán,30,Argentinian Superliga,178.0,71.0,medio,64,56,41,57,63,67,69
11111,235047,Jonathan Menéndez,Talleres de Cordoba,23,Argentinian Superliga,166.0,62.0,medio,71,87,62,54,70,22,44
11125,143147,Damían Albil,Independiente,37,Argentinian Superliga,182.0,75.0,medio,64,63,61,66,62,33,71
11138,224814,Rodrigo Moreira,Independiente,20,Argentinian Superliga,187.0,91.0,medio,77,54,30,39,39,63,78
11147,232240,Ramiro Martínez,Godoy Cruz,26,Argentinian Superliga,178.0,76.0,medio,68,62,63,62,66,24,64
11152,224049,Néstor Breitenbruch,Independiente,21,Argentinian Superliga,177.0,75.0,medio,73,64,39,54,55,63,72
11169,236341,Nicolás Messiniti,San Martín de San Juan,21,Argentinian Superliga,184.0,80.0,medio,73,67,64,48,64,22,60
11189,219451,Nehuén Paz,Newell's Old Boys,25,Argentinian Superliga,192.0,89.0,medio,68,54,45,52,48,67,75
11196,215356,Facundo Callejo,Colon de Santa Fe,24,Argentinian Superliga,170.0,67.0,medio,66,81,60,59,66,35,53
11197,227900,Nicolás Tripichio,Vélez Sarsfield,21,Argentinian Superliga,175.0,68.0,medio,74,75,38,54,61,61,64
11206,228415,Leonardo Godoy,Talleres de Cordoba,22,Argentinian Superliga,180.0,70.0,medio,74,66,31,50,59,64,70
11214,224065,Domingo Blanco,Independiente,22,Argentinian Superliga,169.0,67.0,medio,74,72,49,62,68,31,51
11225,215109,Leandro Navarro,San Lorenzo de Almagro,25,Argentinian Superliga,184.0,76.0,medio,66,51,62,66,70,59,62
11266,232527,Damián Schmidt,San Martín de San Juan,24,Argentinian Superliga,183.0,76.0,medio,69,63,37,39,51,63,69
11274,226386,Luca Sosa,Club Atlético Patronato,23,Argentinian Superliga,175.0,71.0,medio,70,55,36,46,47,63,69
11284,203862,Hugo Silva,Defensa y Justicia,25,Argentinian Superliga,176.0,77.0,medio,69,66,27,48,50,63,67
11320,231519,Luis Olivera,San Martín de San Juan,18,Argentinian Superliga,168.0,67.0,medio,79,81,30,47,57,57,56
11341,219492,Manuel De Iriondo,Unión de Santa Fe,24,Argentinian Superliga,179.0,75.0,medio,68,71,51,55,59,62,76
11358,226407,Gastón Bojanich,Club Atlético Tigre,32,Argentinian Superliga,191.0,83.0,medio,64,51,25,30,35,64,77
11367,239721,Juan Eduardo Lescano,FC Anzhi Makhachkala,24,Russian Premier League,187.0,79.0,medio,68,73,64,52,64,27,65
11399,228211,Eric Ramírez,Gimnasia y Esgrima La Plata,20,Argentinian Superliga,170.0,64.0,medio,76,80,64,60,66,29,50
11424,222585,Francisco Fydriszewski,CD Lugo,24,Spanish Segunda División,186.0,78.0,medio,71,56,65,43,66,30,68
11442,233086,Matías Quiroga,Club Atlético Patronato,31,Argentinian Superliga,195.0,83.0,medio,64,43,61,43,52,26,69
11458,241026,Tomás Chancalay,Colon de Santa Fe,18,Argentinian Superliga,170.0,65.0,medio,80,73,64,59,71,34,48
11479,207496,Juan Sánchez Sotelo,Temperley,29,Argentinian Superliga,180.0,79.0,medio,64,62,64,53,63,29,64
11480,191112,Sebastián D'Angelo,Newell's Old Boys,28,Argentinian Superliga,183.0,78.0,medio,65,63,61,76,65,30,64
11509,226447,Santiago Echeverría,Independiente Medellín,27,Colombian Primera A,183.0,80.0,medio,66,50,23,36,37,66,65
11541,233369,Lautaro Montoya,Chacarita Juniors,22,Argentinian Superliga,171.0,67.0,medio,73,71,55,63,67,58,60
